Vg,Id,Is,Ig,Vd,Rt,Ib,I_handle
6.4,4.6904E-09,-4.7909E-09,7.125E-11,0.05,10660071.6356814,,
6.42,4.7901E-09,-4.8785E-09,1.0233E-10,0.05,10438195.4447715,,
6.44,4.9051E-09,-4.9788E-09,9.426E-11,0.05,10193472.1004669,,
6.46,5.0097E-09,-5.0957E-09,5.99E-11,0.05,9980637.56312753,,
6.48,5.1094E-09,-5.2134E-09,5.898E-11,0.05,9785884.83970721,,
6.5,5.2153E-09,-5.3039E-09,9.505E-11,0.05,9587176.19312408,,
6.52,5.3433E-09,-5.4148E-09,1.4372E-10,0.05,9357513.14730597,,
6.54,5.4527E-09,-5.544E-09,8.784E-11,0.05,9169769.10521393,,
6.56,5.5519E-09,-5.6569E-09,3.081E-11,0.05,9005925.8992417,,
6.58,5.6842E-09,-5.7856E-09,8.185E-11,0.05,8796312.58576405,,
6.6,5.8006E-09,-5.8932E-09,1.2086E-10,0.05,8619797.95193601,,
6.62,5.9297E-09,-6.0091E-09,1.0513E-10,0.05,8432129.78734169,,
6.64,6.0631E-09,-6.1505E-09,7.501E-11,0.05,8246606.52141644,,
6.66,6.1777E-09,-6.2812E-09,3.708E-11,0.05,8093627.07803875,,
6.68,6.3145E-09,-6.3984E-09,8.865E-11,0.05,7918283.31617705,,
